FECHA_CONEXION,DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE_USO,NUMERO_CONEXIONES,USAGE_KB
2024-01-01,0,0,0,1,94.1,13.0,822508.0
2024-01-02,1,1,0,0,67.2,10.0,566063.0
2024-01-03,2,1,0,0,55.0,14.0,666272.0
2024-01-04,3,1,0,0,100.5,7.0,1061939.0
2024-01-05,4,1,0,0,25.0,12.0,271311.0
2024-01-06,5,0,1,0,255.7,15.0,1961076.0
2024-01-07,6,0,1,0,260.1,21.0,2611058.0
2024-01-08,0,0,0,1,52.8,21.0,833109.0
2024-01-09,1,1,0,0,25.2,16.0,326086.0
2024-01-10,2,1,0,0,19.0,18.0,228739.0
2024-01-11,3,1,0,0,104.8,18.0,1127781.0
2024-01-12,4,1,0,0,98.6,15.0,1145801.0
2024-01-13,5,0,1,0,78.2,19.0,703608.0
2024-01-14,6,0,1,0,367.7,18.0,2910166.0
2024-01-15,0,1,0,0,39.7,15.0,274425.0
2024-01-16,1,1,0,0,81.8,23.0,699674.0
2024-01-17,2,1,0,0,95.6,29.0,956239.0
2024-01-18,3,1,0,0,103.2,23.0,1238100.0
2024-01-19,4,1,0,0,222.4,23.0,3413830.0
2024-01-20,5,0,1,0,75.2,23.0,973997.0
2024-01-21,6,0,1,0,63.2,28.0,818367.0
2024-01-22,0,1,0,0,230.0,22.0,2411430.0
2024-01-23,1,1,0,0,132.5,18.0,1430426.0
2024-01-24,2,1,0,0,85.4,22.0,1067722.0
2024-01-25,3,1,0,0,85.5,29.0,1278073.0
2024-01-26,4,1,0,0,36.3,29.0,499673.0
2024-01-27,5,0,1,0,119.5,32.0,1483470.0
2024-01-28,6,0,1,0,207.3,15.0,2131221.0
2024-01-29,0,1,0,0,407.0,25.0,4737315.0
2024-01-30,1,1,0,0,327.1,26.0,2960739.0
2024-01-31,2,1,0,0,579.6,27.0,6053416.0
2024-02-01,3,1,0,0,78.2,20.0,1088069.0
2024-02-02,4,1,0,0,85.6,17.0,818067.0
2024-02-03,5,0,1,0,280.0,23.0,4968543.0
2024-02-04,6,0,1,0,465.6,19.0,7446489.0
2024-02-05,0,1,0,0,207.7,23.0,3126333.0
2024-02-06,1,1,0,0,374.0,18.0,5588789.0
2024-02-07,2,1,0,0,249.9,21.0,4125708.0
2024-02-08,3,1,0,0,447.8,30.0,6084468.0
2024-02-09,4,1,0,0,749.4,30.0,9018048.0
2024-02-10,5,0,1,0,358.3,22.0,5722273.0
