FECHA_CONEXION,DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE_USO,NUMERO_CONEXIONES,USAGE_KB
2024-01-01,0,0,0,1,286.4,19.0,749318.0
2024-01-02,1,1,0,0,503.0,18.0,1634030.0
2024-01-03,2,1,0,0,88.5,25.0,322441.0
2024-01-04,3,1,0,0,373.8,26.0,1663365.0
2024-01-05,4,1,0,0,511.6,14.0,1967444.0
2024-01-06,5,0,1,0,538.7,29.0,3714469.0
2024-01-07,6,0,1,0,781.9,39.0,6880895.0
2024-01-08,0,0,0,1,778.7,21.0,3202659.0
2024-01-09,1,1,0,0,1172.7,15.0,2624828.0
2024-01-10,2,1,0,0,502.3,17.0,1845062.0
2024-01-11,3,1,0,0,229.4,9.0,818703.0
2024-01-12,4,1,0,0,194.7,14.0,409336.0
2024-01-13,5,0,1,0,552.7,19.0,1302395.0
2024-01-14,6,0,1,0,1599.0,27.0,6056316.0
2024-01-15,0,1,0,0,1.6,10.0,4856.0
2024-01-16,1,1,0,0,374.7,12.0,1254025.0
2024-01-17,2,1,0,0,283.1,14.0,930297.0
2024-01-18,3,1,0,0,137.0,18.0,331186.0
2024-01-19,4,1,0,0,730.5,28.0,1627619.0
2024-01-20,5,0,1,0,4896.8,34.0,9634076.0
2024-01-21,6,0,1,0,19.0,21.0,6720000.0
2024-01-22,0,1,0,0,177.0,19.0,328671.0
2024-01-23,1,1,0,0,43.5,21.0,292914.0
2024-01-24,2,1,0,0,189.3,19.0,993611.0
2024-01-25,3,1,0,0,99.0,16.0,342813.0
2024-01-26,4,1,0,0,1181.7,37.0,1926995.0
2024-01-27,5,0,1,0,5506.7,35.0,3154889.0
2024-01-28,6,0,1,0,92.0,38.0,18631.0
2024-01-29,0,1,0,0,1508.2,54.0,2958317.0
2024-01-30,1,1,0,0,1752.1,55.0,5919933.0
2024-01-31,2,1,0,0,9.46,62.0,2320000.0
2024-02-01,3,1,0,0,1977.0,75.0,4909758.0
2024-02-02,4,1,0,0,728.1,85.0,2918444.0
2024-02-03,5,0,1,0,42.7,46.0,75752.0
2024-02-04,6,0,1,0,27.2,50.0,62070.0
2024-02-05,0,1,0,0,14.9,61.0,27096.0
2024-02-06,1,1,0,0,8.2,85.0,14113.0
2024-02-07,2,1,0,0,1391.8,87.0,3295693.0
2024-02-08,3,1,0,0,1417.0,43.0,4497270.0
2024-02-09,4,1,0,0,1478.4,115.0,3278341.0
2024-02-10,5,0,1,0,9.1,54.0,13866.0
2024-02-11,6,0,1,0,16.6,42.0,31467.0
2024-02-12,0,1,0,0,43.8,94.0,51634.0
2024-02-13,1,1,0,0,1662.4,115.0,6415744.0
2024-02-14,2,1,0,0,130.3,119.0,629246.0
2024-02-15,3,1,0,0,245.9,123.0,450419.0
2024-02-16,4,1,0,0,12.0,109.0,31514.0
2024-02-17,5,0,1,0,5.3,64.0,13719.0
2024-02-18,6,0,1,0,63.5,48.0,201207.0
2024-02-19,0,1,0,0,9.0,44.0,26063.0
2024-02-20,1,1,0,0,26.6,100.0,61497.0
2024-02-21,2,1,0,0,63.5,111.0,92954.0
2024-02-22,3,1,0,0,589.5,142.0,428434.0
2024-02-23,4,1,0,0,732.1,129.0,1190526.0
2024-02-24,5,0,1,0,1134.9,26.0,2941197.0
2024-02-25,6,0,1,0,2990.7,31.0,5047127.0
2024-02-26,0,1,0,0,2356.9,124.0,356185.0
2024-02-27,1,1,0,0,5383.4,140.0,136829.0
2024-02-28,2,1,0,0,3762.6,108.0,40854.0
2024-02-29,3,1,0,0,6283.2,128.0,51680.0
2024-03-01,4,1,0,0,3035.2,125.0,34654.0
2024-03-02,5,0,1,0,473.6,31.0,2724.0
2024-03-03,6,0,1,0,263.0,37.0,2223.0
2024-03-04,0,1,0,0,3568.3,116.0,29653.0
2024-03-05,1,1,0,0,756.8,111.0,82151.0
2024-03-06,2,1,0,0,631.4,682.0,29448984.0
2024-03-07,3,1,0,0,655.2,671.0,29434871.0
2024-03-08,4,1,0,0,614.2,654.0,26139178.0
