FECHA_CONEXION,AREA,NOMBRE_ZONA,COMUNA,MODEL,NUMERO_CONEXIONES,USAGE_KB,PORCENTAJE_USO,DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO
2024-01-01,URBANA,047_ZW Parque del Mico,11.0,MR76,19.0,2103589.0,"240,60%",0,0,0,1
2024-01-02,URBANA,047_ZW Parque del Mico,11.0,MR76,20.0,2866104.0,"340,40%",1,1,0,0
2024-01-03,URBANA,047_ZW Parque del Mico,11.0,MR76,20.0,1170624.0,"96,60%",2,1,0,0
2024-01-04,URBANA,047_ZW Parque del Mico,11.0,MR76,19.0,568784.0,"53,80%",3,1,0,0
2024-01-05,URBANA,047_ZW Parque del Mico,11.0,MR76,16.0,13073.0,"1,20%",4,1,0,0
2024-01-06,URBANA,047_ZW Parque del Mico,11.0,MR76,16.0,14991.0,"2,00%",5,0,1,0
2024-01-07,URBANA,047_ZW Parque del Mico,11.0,MR76,20.0,5359.0,"0,50%",6,0,1,0
2024-01-08,URBANA,047_ZW Parque del Mico,11.0,MR76,20.0,7334.0,"0,50%",0,0,0,1
2024-01-09,URBANA,047_ZW Parque del Mico,11.0,MR76,21.0,7090.0,"0,50%",1,1,0,0
2024-01-10,URBANA,047_ZW Parque del Mico,11.0,MR76,16.0,3038.0,"0,30%",2,1,0,0
2024-01-11,URBANA,047_ZW Parque del Mico,11.0,MR76,15.0,2110.0,"0,20%",3,1,0,0
2024-01-12,URBANA,047_ZW Parque del Mico,11.0,MR76,19.0,2370.0,"0,20%",4,1,0,0
2024-01-13,URBANA,047_ZW Parque del Mico,11.0,MR76,19.0,15095.0,"1,70%",5,0,1,0
2024-01-14,URBANA,047_ZW Parque del Mico,11.0,MR76,13.0,1771.0,"0,20%",6,0,1,0
2024-01-15,URBANA,047_ZW Parque del Mico,11.0,MR76,15.0,2290.0,"0,30%",0,1,0,0
2024-01-16,URBANA,047_ZW Parque del Mico,11.0,MR76,6.0,863.0,"0,10%",1,1,0,0
2024-01-17,URBANA,047_ZW Parque del Mico,11.0,MR76,11.0,2449.0,"0,20%",2,1,0,0
2024-01-18,URBANA,047_ZW Parque del Mico,11.0,MR76,12.0,561.0,"0,00%",3,1,0,0
2024-01-19,URBANA,047_ZW Parque del Mico,11.0,MR76,15.0,2734.0,"0,20%",4,1,0,0
2024-01-20,URBANA,047_ZW Parque del Mico,11.0,MR76,10.0,1069.0,"0,10%",5,0,1,0
2024-01-21,URBANA,047_ZW Parque del Mico,11.0,MR76,8.0,343.0,"0,00%",6,0,1,0
2024-01-22,URBANA,047_ZW Parque del Mico,11.0,MR76,17.0,1972.0,"0,20%",0,1,0,0
2024-01-23,URBANA,047_ZW Parque del Mico,11.0,MR76,15.0,7306.0,"0,70%",1,1,0,0
2024-01-24,URBANA,047_ZW Parque del Mico,11.0,MR76,21.0,2141.0,"0,20%",2,1,0,0
2024-01-25,URBANA,047_ZW Parque del Mico,11.0,MR76,11.0,1266.0,"0,10%",3,1,0,0
2024-01-26,URBANA,047_ZW Parque del Mico,11.0,MR76,13.0,417.0,"0,00%",4,1,0,0
2024-01-27,URBANA,047_ZW Parque del Mico,11.0,MR76,12.0,1238.0,"0,10%",5,0,1,0
2024-01-28,URBANA,047_ZW Parque del Mico,11.0,MR76,18.0,5739.0,"0,60%",6,0,1,0
